Rank,University Name ,ranking-institution-title href,Location,sdg-score-multi__number,sdg-score-multi__value,sdg-score-multi__number 2,sdg-score-multi__value 2,sdg-score-multi__number 3,sdg-score-multi__value 3,sdg-score-multi__value 4,scores,sdg-score-multi__number 5,sdg-score-multi__value 5,sdg-score-multi__number 6,sdg-score-multi__value 6,sdg-score-multi__number 7,sdg-score-multi__value 7,sdg-score-multi__number 8,sdg-score-multi__value 8
401–600,National Institute of Industrial Engineering,https://www.timeshighereducation.com/world-university-rankings/national-institute-industrial-engineering,India,9,73.0–87.2,4,66.6–73.0,,,1.5–45.2,66.9–72.6,8,62.4–66.3,,,,,,
401–600,National University of Kaohsiung,https://www.timeshighereducation.com/world-university-rankings/national-university-kaohsiung,Taiwan,,,12,58.7–66.7,,,53.4–61.0,66.9–72.6,,,7,61.8–67.8,8,48.4–57.7,,
401–600,National Taipei University,https://www.timeshighereducation.com/world-university-rankings/national-taipei-university,Taiwan,16,77.1,,,8,48.4–57.7,45.3–53.3,66.9–72.6,,,,,,,11,67.1–76.0
401–600,National Taiwan Normal University,https://www.timeshighereducation.com/world-university-rankings/national-taiwan-normal-university,Taiwan,5,56.1–61.4,11,60.1–67.0,8,57.8–62.2,61.1–70.5,66.9–72.6,,,,,,,,
401–600,National Taiwan University of Science and Technology (Taiwan Tech),https://www.timeshighereducation.com/world-university-rankings/national-taiwan-university-science-and-technology-taiwan-tech,Taiwan,,,9,96.4,,,61.1–70.5,66.9–72.6,,,12,58.7–66.7,7,38.7–51.8,,
401–600,University of Navarra,https://www.timeshighereducation.com/world-university-rankings/university-navarra,Spain,9,73.0–87.2,,,8,72.6,45.3–53.3,66.9–72.6,,,,,,,3,73.5–78.9
401–600,Near East University,https://www.timeshighereducation.com/world-university-rankings/near-east-university,Northern Cyprus,11,79.6,,,,,45.3–53.3,66.9–72.6,3,63.9–68.2,,,,,,
401–600,Nelson Mandela University,https://www.timeshighereducation.com/world-university-rankings/nelson-mandela-university,South Africa,14,72,,,,,61.1–70.5,66.9–72.6,,,,,8,48.4–57.7,,
401–600,Old Dominion University,https://www.timeshighereducation.com/world-university-rankings/old-dominion-university,United States,,,10,78.3,,,1.5–45.2,66.9–72.6,11,60.1–67.0,5,61.5–66.9,,,,
401–600,University of Oulu,https://www.timeshighereducation.com/world-university-rankings/university-oulu,Finland,9,88.2,8,62.4–66.3,12,66.8–76.6,61.1–70.5,66.9–72.6,,,,,,,,
401–600,University of Parma,https://www.timeshighereducation.com/world-university-rankings/university-parma,Italy,,,,,10,73.8,61.1–70.5,66.9–72.6,3,63.9–68.2,,,16,63.7–69.9,,
401–600,University of Pavia,https://www.timeshighereducation.com/world-university-rankings/university-pavia,Italy,,,9,73.0–87.2,11,67.1–76.0,61.1–70.5,66.9–72.6,,,,,,,,
401–600,Universiti Pendidikan Sultan Idris,https://www.timeshighereducation.com/world-university-rankings/sultan-idris-education-university-0,Malaysia,,,11,60.1–67.0,,,45.3–53.3,66.9–72.6,,,,,3,54.7–63.8,,
401–600,University of the Philippines,https://www.timeshighereducation.com/world-university-rankings/university-philippines,Philippines,11,60.1–67.0,,,,,45.3–53.3,66.9–72.6,3,63.9–68.2,5,56.1–61.4,,,,
401–600,University of Pisa,https://www.timeshighereducation.com/world-university-rankings/university-pisa,Italy,9,73.0–87.2,,,5,56.1–61.4,53.4–61.0,66.9–72.6,,,,,3,68.3–73.4,,
401–600,Plekhanov Russian University of Economics,,,4,83.5,8,57.8–62.2,,,53.4–61.0,66.9–72.6,5,56.1–61.4,,,,,,
401–600,Pontifical Catholic University of Peru,https://www.timeshighereducation.com/world-university-rankings/pontificia-universidad-catolica-del-peru,Peru,,,8,48.4–57.7,11,67.1–76.0,53.4–61.0,66.9–72.6,,,,,,,16,63.7–69.9
401–600,Pontifical Catholic University of Valparaíso,https://www.timeshighereducation.com/world-university-rankings/pontificia-universidad-catolica-de-valparaiso,Chile,1,60.3–68.4,,,,,61.1–70.5,66.9–72.6,,,8,57.8–62.2,,,4,66.6–73.0
401–600,Universidad Pontificia Bolivariana (UPB),https://www.timeshighereducation.com/world-university-rankings/universidad-pontificia-bolivariana-upb-medellin,Colombia,,,,,12,66.8–76.6,61.1–70.5,66.9–72.6,,,16,63.7–69.9,,,7,61.8–67.8
401–600,Pontifícia Universidade Católica do Paraná,https://www.timeshighereducation.com/world-university-rankings/pontificia-universidade-catolica-do-parana,Brazil,,,,,8,62.4–66.3,53.4–61.0,66.9–72.6,,,3,68.3–73.4,,,4,62.6–66.5
401–600,University of Poonch Rawalakot,https://www.timeshighereducation.com/world-university-rankings/university-poonch-rawalakot,Pakistan,,,5,51.6–56.0,1,70,61.1–70.5,66.9–72.6,,,,,2,75.3,,
401–600,Prince of Songkla University,https://www.timeshighereducation.com/world-university-rankings/prince-songkla-university,Thailand,3,68.3–73.4,,,,,75.6–81.7,66.9–72.6,,,8,73.6,16,63.7–69.9,,
401–600,University of Puerto Rico,https://www.timeshighereducation.com/world-university-rankings/university-puerto-rico,Puerto Rico,,,10,57.6–65.1,,,53.4–61.0,66.9–72.6,,,,,5,56.1–61.4,3,44.7–54.5
401–600,Qassim University,https://www.timeshighereducation.com/world-university-rankings/qassim-university,Saudi Arabia,1,79.1,8,57.8–62.2,4,73.1,81.9–86.9,66.9–72.6,,,,,,,,
401–600,University of Regina,https://www.timeshighereducation.com/world-university-rankings/university-regina,Canada,11,67.1–76.0,16,63.7–69.9,,,61.1–70.5,66.9–72.6,,,,,,,5,61.5–66.9
401–600,University Rey Juan Carlos,https://www.timeshighereducation.com/world-university-rankings/university-rey-juan-carlos,Spain,,,,,8,62.4–66.3,75.6–81.7,66.9–72.6,,,,,12,58.7–66.7,,
401–600,Robert Gordon University,https://www.timeshighereducation.com/world-university-rankings/robert-gordon-university,United Kingdom,3,63.9–68.2,,,,,53.4–61.0,66.9–72.6,,,7,51.9–56.1,8,62.4–66.3,,
401–600,Ryukoku University,https://www.timeshighereducation.com/world-university-rankings/ryukoku-university,Japan,16,63.7–69.9,,,,,70.6–75.5,66.9–72.6,,,7,56.2–61.7,,,11,67.1–76.0
401–600,University of Santander,https://www.timeshighereducation.com/world-university-rankings/university-santander,Colombia,12,58.7–66.7,,,,,75.6–81.7,66.9–72.6,,,,,,,4,62.6–66.5
401–600,Sant’Anna School of Advanced Studies – Pisa,https://www.timeshighereducation.com/world-university-rankings/santanna-school-advanced-studies-pisa,Italy,12,58.7–66.7,9,98.3,16,70.0–77.0,53.4–61.0,66.9–72.6,,,,,,,,
401–600,University of Santiago de Compostela,https://www.timeshighereducation.com/world-university-rankings/university-santiago-de-compostela,Spain,,,15,59.5–72.2,,,45.3–53.3,66.9–72.6,5,56.1–61.4,4,66.6–73.0,,,,
401–600,Universitas Sebelas Maret,https://www.timeshighereducation.com/world-university-rankings/universitas-sebelas-maret,Indonesia,,,2,72.8,16,70.0–77.0,45.3–53.3,66.9–72.6,,,,,,,8,66.4–71.5
401–600,Selçuk University,https://www.timeshighereducation.com/world-university-rankings/selcuk-university,Turkey,9,87.6,,,,,61.1–70.5,66.9–72.6,11,67.1–76.0,,,,,,
401–600,Shahid Beheshti University of Medical Sciences,https://www.timeshighereducation.com/world-university-rankings/shahid-beheshti-university-medical-sciences,Iran,9,60.3–72.9,,,,,1.5–45.2,66.9–72.6,1,60.3–68.4,,,,,3,85.2
401–600,Shimane University,https://www.timeshighereducation.com/world-university-rankings/shimane-university,Japan,16,70.0–77.0,2,56.3–67.3,3,68.3–73.4,70.6–75.5,66.9–72.6,,,,,,,,
401–600,Siberian Federal University,,,2,56.3–67.3,15,59.5–72.2,11,52.5–60.0,70.6–75.5,66.9–72.6,,,,,,,,
401–600,Simón Bolívar University (Colombia),https://www.timeshighereducation.com/world-university-rankings/simon-bolivar-university-colombia,Colombia,12,58.7–66.7,1,60.3–68.4,,,53.4–61.0,66.9–72.6,,,,,,,16,63.7–69.9
401–600,"Soochow University, China",https://www.timeshighereducation.com/world-university-rankings/soochow-university-china,China,9,73.0–87.2,3,68.3–73.4,1,60.3–68.4,53.4–61.0,66.9–72.6,,,,,,,,
401–600,Sophia University,https://www.timeshighereducation.com/world-university-rankings/sophia-university,Japan,14,79.1,13,56.6–66.3,16,58.7–63.6,81.9–86.9,66.9–72.6,,,,,,,,
401–600,Sorbonne University,https://www.timeshighereducation.com/world-university-rankings/sorbonne-university,France,9,73.0–87.2,,,,,45.3–53.3,66.9–72.6,,,8,74.3,3,68.3–73.4,,
401–600,University of the South Pacific,https://www.timeshighereducation.com/world-university-rankings/university-south-pacific,Fiji,,,16,63.7–69.9,7,38.7–51.8,53.4–61.0,66.9–72.6,,,8,57.8–62.2,,,,
401–600,University of Split,https://www.timeshighereducation.com/world-university-rankings/university-split,Croatia,,,,,,,75.6–81.7,66.9–72.6,,,4,62.6–66.5,5,56.1–61.4,16,63.7–69.9
401–600,Srinakharinwirot University,https://www.timeshighereducation.com/world-university-rankings/srinakharinwirot-university,Thailand,1,72.3,,,5,67.5,70.6–75.5,66.9–72.6,,,,,,,7,61.8–67.8
401–600,Suez Canal University,https://www.timeshighereducation.com/world-university-rankings/suez-canal-university,Egypt,,,,,,,61.1–70.5,66.9–72.6,2,56.3–67.3,,,8,62.4–66.3,7,61.8–67.8
401–600,Sungkyunkwan University (SKKU),https://www.timeshighereducation.com/world-university-rankings/sungkyunkwan-university-skku,South Korea,9,89.8,7,61.8–67.8,8,57.8–62.2,1.5–45.2,66.9–72.6,,,,,,,,
401–600,Superior University,https://www.timeshighereducation.com/world-university-rankings/superior-university,Pakistan,4,66.6–73.0,5,61.5–66.9,1,60.3–68.4,53.4–61.0,66.9–72.6,,,,,,,,
401–600,Suranaree University of Technology,https://www.timeshighereducation.com/world-university-rankings/suranaree-university-technology,Thailand,,,7,69.6,12,79,61.1–70.5,66.9–72.6,1,75.9,,,,,,
401–600,Università della Svizzera italiana,https://www.timeshighereducation.com/world-university-rankings/universita-della-svizzera-italiana,Switzerland,16,63.7–69.9,12,58.7–66.7,3,54.7–63.8,70.6–75.5,66.9–72.6,,,,,,,,
401–600,Swinburne University of Technology,https://www.timeshighereducation.com/world-university-rankings/swinburne-university-technology,Australia,10,65.2–73.3,,,5,51.6–56.0,61.1–70.5,66.9–72.6,3,73.5–78.9,,,,,,
401–600,University of Szeged,https://www.timeshighereducation.com/world-university-rankings/university-szeged,Hungary,,,16,78.5,8,62.4–66.3,61.1–70.5,66.9–72.6,,,,,3,68.3–73.4,,
401–600,University of Taipei,https://www.timeshighereducation.com/world-university-rankings/university-taipei,Taiwan,,,3,63.9–68.2,,,70.6–75.5,66.9–72.6,5,56.1–61.4,4,58.7–62.5,,,,
401–600,Technical University of Loja,https://www.timeshighereducation.com/world-university-rankings/technical-university-loja,Ecuador,,,,,16,58.7–63.6,61.1–70.5,66.9–72.6,5,51.6–56.0,7,56.2–61.7,,,,
401–600,Technical University of Madrid,https://www.timeshighereducation.com/world-university-rankings/technical-university-madrid,Spain,9,73.0–87.2,,,,,61.1–70.5,66.9–72.6,13,71,,,,,11,52.5–60.0
401–600,Teikyo University,https://www.timeshighereducation.com/world-university-rankings/teikyo-university,Japan,,,16,70.0–77.0,11,60.1–67.0,53.4–61.0,66.9–72.6,,,,,,,,
401–600,Telkom University,https://www.timeshighereducation.com/world-university-rankings/telkom-university,Indonesia,,,9,51.0–60.2,6,73.4,75.6–81.7,66.9–72.6,,,,,7,71,,
401–600,Tokushima University,https://www.timeshighereducation.com/world-university-rankings/university-tokushima,Japan,9,73.0–87.2,,,11,60.1–67.0,45.3–53.3,66.9–72.6,,,,,,,3,81.2
401–600,Tokyo University of Agriculture,https://www.timeshighereducation.com/world-university-rankings/tokyo-university-agriculture,Japan,14,54.1–69.0,2,69.8,15,59.5–72.2,53.4–61.0,66.9–72.6,,,,,,,,
401–600,University of Toyama,https://www.timeshighereducation.com/world-university-rankings/university-toyama,Japan,,,,,16,58.7–63.6,53.4–61.0,66.9–72.6,6,57.1–67.2,,,,,3,68.3–73.4
401–600,The University of Tulsa,https://www.timeshighereducation.com/world-university-rankings/university-tulsa,United States,4,51.0–58.6,,,16,77.1,61.1–70.5,66.9–72.6,,,,,8,62.4–66.3,,
401–600,University of Turku,https://www.timeshighereducation.com/world-university-rankings/university-turku,Finland,9,60.3–72.9,11,60.1–67.0,,,61.1–70.5,66.9–72.6,16,70.0–77.0,,,,,,
401–600,University of Tuscia,https://www.timeshighereducation.com/world-university-rankings/university-tuscia,Italy,15,59.5–72.2,4,62.6–66.5,10,73.9,70.6–75.5,66.9–72.6,,,,,,,,
401–600,Tzu Chi University,https://www.timeshighereducation.com/world-university-rankings/tzu-chi-university,Taiwan,3,73.5–78.9,10,57.6–65.1,5,51.6–56.0,53.4–61.0,66.9–72.6,,,,,,,,
401–600,Tzu Chi University of Science and Technology,https://www.timeshighereducation.com/world-university-rankings/tzu-chi-university-science-and-technology,Taiwan,,,11,60.1–67.0,1,60.3–68.4,75.6–81.7,66.9–72.6,,,,,3,68.3–73.4,,
401–600,"UEES, Espiritu Santo University",https://www.timeshighereducation.com/world-university-rankings/uees-espiritu-santo-university,Ecuador,11,60.1–67.0,,,8,74.6,53.4–61.0,66.9–72.6,3,68.3–73.4,,,,,,
401–600,United International University,https://www.timeshighereducation.com/world-university-rankings/united-international-university,Bangladesh,,,1,60.3–68.4,,,45.3–53.3,66.9–72.6,,,8,66.4–71.5,,,7,70.6
401–600,Universiti Utara Malaysia,https://www.timeshighereducation.com/world-university-rankings/universiti-utara-malaysia,Malaysia,,,16,63.7–69.9,,,53.4–61.0,66.9–72.6,,,,,10,65.2–73.3,4,66.6–73.0
401–600,Universidad UTE,https://www.timeshighereducation.com/world-university-rankings/universidad-ute,Ecuador,,,8,57.8–62.2,,,61.1–70.5,66.9–72.6,,,,,,,,
401–600,Utsunomiya University,https://www.timeshighereducation.com/world-university-rankings/utsunomiya-university,Japan,6,49.3–57.0,,,2,69.2,70.6–75.5,66.9–72.6,,,15,75.1,,,,
401–600,University of Valladolid,https://www.timeshighereducation.com/world-university-rankings/university-valladolid,Spain,11,80.2,13,73,,,45.3–53.3,66.9–72.6,,,,,8,62.4–66.3,,
401–600,Verona University,https://www.timeshighereducation.com/world-university-rankings/verona-university,Italy,,,,,,,45.3–53.3,66.9–72.6,10,65.2–73.3,,,5,61.5–66.9,4,66.6–73.0
401–600,"University of Veterinary and Animal Sciences, Lahore",https://www.timeshighereducation.com/world-university-rankings/university-veterinary-and-animal-sciences-lahore-pakistan,Pakistan,,,,,1,69.4,61.1–70.5,66.9–72.6,,,,,3,63.9–68.2,7,68.5
401–600,University of Vic – Central University of Catalonia,https://www.timeshighereducation.com/world-university-rankings/university-vic-central-university-catalonia,Spain,3,68.3–73.4,5,56.1–61.4,,,1.5–45.2,66.9–72.6,,,,,,,4,66.6–73.0
401–600,"Vietnam National University, Hanoi",https://www.timeshighereducation.com/world-university-rankings/vietnam-national-university-hanoi,Vietnam,,,,,,,75.6–81.7,66.9–72.6,,,8,62.4–66.3,5,67.2,,
401–600,VSB - Technical University of Ostrava,https://www.timeshighereducation.com/world-university-rankings/vsb-technical-university-ostrava,Czech Republic,11,52.5–60.0,8,57.8–62.2,7,51.9–56.1,61.1–70.5,66.9–72.6,,,,,,,,
401–600,University of Wah,https://www.timeshighereducation.com/world-university-rankings/university-wah,Pakistan,,,13,56.6–66.3,,,45.3–53.3,66.9–72.6,4,80.1,7,61.8–67.8,,,,
401–600,Walailak University,https://www.timeshighereducation.com/world-university-rankings/walailak-university,Thailand,11,76.6,3,73.5–78.9,,,81.9–86.9,66.9–72.6,,,,,,,6,75.3
401–600,The University of Western Australia,https://www.timeshighereducation.com/world-university-rankings/university-western-australia,Australia,,,,,,,70.6–75.5,66.9–72.6,5,51.6–56.0,10,57.6–65.1,13,69.6,,
401–600,University of the Western Cape,https://www.timeshighereducation.com/world-university-rankings/university-western-cape,South Africa,5,56.1–61.4,10,65.2–73.3,,,53.4–61.0,66.9–72.6,,,,,4,62.6–66.5,,
401–600,Western Michigan University,https://www.timeshighereducation.com/world-university-rankings/western-michigan-university,United States,,,13,48.0–56.4,,,61.1–70.5,66.9–72.6,,,,,10,65.2–73.3,,
401–600,Yamagata University,https://www.timeshighereducation.com/world-university-rankings/yamagata-university,Japan,,,9,73.0–87.2,,,75.6–81.7,66.9–72.6,2,56.3–67.3,,,,,8,48.4–57.7
401–600,Yokohama City University,https://www.timeshighereducation.com/world-university-rankings/yokohama-city-university,Japan,,,12,58.7–66.7,8,57.8–62.2,61.1–70.5,66.9–72.6,,,,,,,3,73.5–78.9
401–600,Yokohama National University,https://www.timeshighereducation.com/world-university-rankings/yokohama-national-university,Japan,11,52.5–60.0,6,57.1–67.2,15,72.7,70.6–75.5,66.9–72.6,,,,,,,,
401–600,University of Zaragoza,https://www.timeshighereducation.com/world-university-rankings/university-zaragoza,Spain,9,73.0–87.2,,,,,61.1–70.5,66.9–72.6,,,,,8,57.8–62.2,3,63.9–68.2
401–600,Zayed University,https://www.timeshighereducation.com/world-university-rankings/zayed-university,United Arab Emirates,,,10,57.6–65.1,,,75.6–81.7,66.9–72.6,,,5,61.5–66.9,8,48.4–57.7,,
601–800,Acharya Nagarjuna University,https://www.timeshighereducation.com/world-university-rankings/acharya-nagarjuna-university,India,5,51.6–56.0,,,,,1.5–45.2,59.7–66.7,,,9,73.0–87.2,,,4,58.7–62.5
601–800,Adolfo Ibáñez University,https://www.timeshighereducation.com/world-university-rankings/universidad-adolfo-ibanez,Chile,8,78.8,,,,,1.5–45.2,59.7–66.7,,,,,16,70.0–77.0,9,51.0–60.2
601–800,University of the Aegean,https://www.timeshighereducation.com/world-university-rankings/university-aegean,Greece,4,74.1,1,54.5–60.1,,,45.3–53.3,59.7–66.7,,,5,61.5–66.9,,,,
